Probe Set ID	Gene Title	Gene Symbol
228448_at	microtubule-associated protein 6	MAP6
228449_at		
228450_at	"pleckstrin homology domain containing, family A member 7"	PLEKHA7
228451_at	Testis-specific serine kinase 3	TSSK3
228452_at	chromosome 17 open reading frame 39	C17orf39
228453_at	KIAA1632	KIAA1632
228454_at	ligand dependent nuclear receptor corepressor	LCOR
228455_at	RNA binding motif protein 15	RBM15
228456_s_at	hypothetical protein LOC149832	LOC149832
228457_at		
228458_at	chromosome 6 open reading frame 226	C6orf226
228459_at	"family with sequence similarity 84, member A"	FAM84A
228460_at	zinc finger protein 319	ZNF319
228461_at	SH3 domain containing ring finger 3	SH3RF3
228462_at	iroquois homeobox 2	IRX2
228463_at	forkhead box A3	FOXA3
228464_at		
228465_at		
228466_at		
228467_at	Purine-rich element binding protein B	PURB
228468_at	microtubule associated serine/threonine kinase-like	MASTL
228469_at	Peptidylprolyl isomerase D	PPID
228470_at	similar to ring finger protein 187	LOC731109
228471_at		
228472_at	coiled-coil domain containing 61	CCDC61
228473_at	Msh homeobox 1	MSX1
228474_s_at	Kruppel-like factor 9	KLF9
228475_at	Coiled-coil domain containing 61	CCDC61
228476_at	KIAA1407	KIAA1407
228477_at	arginine and glutamate rich 1	ARGLU1
228478_at		
228479_at		
228480_at	"VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa"	VAPA
228481_at		
228482_at	CMT1A duplicated region transcript 4	CDRT4
228483_s_at	"TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa"	TAF9B
228484_s_at	Forkhead box O1	FOXO1
228485_s_at	"solute carrier family 44, member 1"	SLC44A1
228486_at	"solute carrier family 44, member 1"	SLC44A1
228487_s_at		
228488_at	"TBC1 domain family, member 16"	TBC1D16
228489_at	transmembrane 4 L six family member 18	TM4SF18
228490_at	abhydrolase domain containing 2	ABHD2
228491_at	Keratin 19	KRT19
228492_at	"ubiquitin specific peptidase 9, Y-linked"	USP9Y
228493_at	NFKB activating protein	NKAP
228494_at	"protein phosphatase 1, regulatory (inhibitor) subunit 9A"	PPP1R9A
228495_at	coiled-coil domain containing 75	CCDC75
228496_s_at	Cysteine rich transmembrane BMP regulator 1 (chordin-like)	CRIM1
228497_at	"solute carrier family 22, member 15"	SLC22A15
228498_at		
228499_at	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4"	PFKFB4
228500_at	THAP domain containing 8	THAP8
228501_at	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 2	GALNTL2
228502_at		
228503_at		
228504_at	"sodium channel, voltage-gated, type VII, alpha"	SCN7A
228505_s_at	transmembrane protein 170A	TMEM170A
228506_at	non-SMC element 4 homolog A (S. cerevisiae)	NSMCE4A
228507_at		
228508_at	mastermind-like 3 (Drosophila)	MAML3
228509_at	"SPHK1 interactor, AKAP domain containing"	SPHKAP
228510_at	chromosome 6 open reading frame 134	C6orf134
228511_s_at	Zinc finger protein 219	ZNF219
228512_at	Pentatricopeptide repeat domain 3	PTCD3
228513_at	transmembrane protein 219	TMEM219
228514_at	"Growth factor, augmenter of liver regeneration"	GFER
228515_at	hypothetical protein LOC90784	LOC90784
228516_at	"congenital dyserythropoietic anemia, type I"	CDAN1
228517_at	chromosome 1 open reading frame 149	C1orf149
228518_at	immunoglobulin heavy locus /// immunoglobulin heavy constant gamma 1 (G1m marker) /// immunoglobulin heavy constant mu	IGH@ /// IGHG1 /// IGHM
228519_x_at	cold inducible RNA binding protein	CIRBP
228520_s_at	Amyloid beta (A4) precursor-like protein 2	APLP2
228521_s_at	"RAB4B, member RAS oncogene family"	RAB4B
228522_at	hypothetical protein LOC642031	LOC642031
228523_at	nanos homolog 1 (Drosophila)	NANOS1
228524_at	aarF domain containing kinase 5	ADCK5
228525_at	low density lipoprotein receptor-related protein 3	LRP3
228526_at	Nanos homolog 1 (Drosophila)	NANOS1
228527_s_at	"Solute carrier family 25, member 37"	SLC25A37
228528_at		
228529_at		
228530_at	Chromosome 13 open reading frame 37	C13orf37
228531_at	sterile alpha motif domain containing 9	SAMD9
228532_at	chromosome 1 open reading frame 162	C1orf162
228533_at		
228534_s_at		
228535_at	RAD1 homolog (S. pombe)	RAD1
228536_at	hypothetical protein BC004337	LOC90826
228537_at	GLI family zinc finger 2	GLI2
228538_at	zinc finger protein 662	ZNF662
228539_at		
228540_at	"quaking homolog, KH domain RNA binding (mouse)"	QKI
228541_x_at		
228542_at	MRS2 magnesium homeostasis factor homolog (S. cerevisiae)	MRS2
228543_at	CSRP2 binding protein	CSRP2BP
228544_s_at	CSRP2 binding protein	CSRP2BP
228545_at	zinc finger protein 148	ZNF148
228546_at	dipeptidyl-peptidase 6	DPP6
228547_at	neurexin 1	NRXN1
228548_at		
228549_at	Transmembrane protein 63A	TMEM63A
228550_at	reticulon 4 receptor	RTN4R
228551_at	DENN/MADD domain containing 5B	DENND5B
228552_s_at	inositol-3-phosphate synthase 1	ISYNA1
228553_at	Enabled homolog (Drosophila)	ENAH
228554_at	progesterone receptor	PGR
228555_at	calcium/calmodulin-dependent protein kinase II delta	CAMK2D
228556_at	YTH domain containing 1	YTHDC1
228557_at	l(3)mbt-like 4 (Drosophila)	L3MBTL4
228558_at	chromosome 14 open reading frame 80	C14orf80
228559_at	centromere protein N	CENPN
228560_at		
228561_at	cell division cycle 37 homolog (S. cerevisiae)-like 1	CDC37L1
228562_at		
228563_at	"gap junction protein, gamma 1, 45kDa"	GJC1
228564_at	hypothetical protein LOC375295	LOC375295
228565_at	mixed lineage kinase 4	KIAA1804
228566_at	Regulation of nuclear pre-mRNA domain containing 1A	RPRD1A
228567_at		
228568_at	GRINL1A complex locus	GCOM1
228569_at	poly(A) polymerase alpha	PAPOLA
228570_at	BTB (POZ) domain containing 11	BTBD11
228571_at	RB-associated KRAB zinc finger	RBAK
228572_at	growth factor receptor-bound protein 2	GRB2
228573_at	anthrax toxin receptor 2	ANTXR2
228574_at	Transmembrane and tetratricopeptide repeat containing 2	TMTC2
228575_at	interleukin 20 receptor beta	IL20RB
228576_s_at	Matrix-remodelling associated 8	MXRA8
228577_x_at	outer dense fiber of sperm tails 2-like	ODF2L
228578_at	RNA binding motif protein 45	RBM45
228579_at		
228580_at	HtrA serine peptidase 3	HTRA3
228581_at	"potassium inwardly-rectifying channel, subfamily J, member 10"	KCNJ10
228582_x_at		
228583_at	lin-52 homolog (C. elegans)	LIN52
228584_at	"sarcoglycan, beta (43kDa dystrophin-associated glycoprotein)"	SGCB
228585_at	ectonucleoside triphosphate diphosphohydrolase 1	ENTPD1
228586_at		
228587_at	"family with sequence similarity 83, member G"	FAM83G
228588_s_at	ubiquitin-conjugating enzyme E2B (RAD6 homolog)	UBE2B
228589_at		
228590_at	Pentatricopeptide repeat domain 3	PTCD3
228591_at	Hypothetical LOC100131096	LOC100131096
228592_at	"membrane-spanning 4-domains, subfamily A, member 1"	MS4A1
228593_at	myotubularin related protein 9 pseudogene	LOC339483
228594_at	chromosome 5 open reading frame 33	C5orf33
228595_at	hydroxysteroid (17-beta) dehydrogenase 1	HSD17B1
228596_at	similar to rho guanine nucleotide exchange factor 5	LOC728377
228597_at	chromosome 21 open reading frame 45	C21orf45
228598_at	dipeptidyl-peptidase 10	DPP10
228599_at	"membrane-spanning 4-domains, subfamily A, member 1"	MS4A1
228600_x_at	chromosome 7 open reading frame 46	C7orf46
228601_at	hypothetical LOC401022	LOC401022
228602_at	"sarcoglycan, delta (35kDa dystrophin-associated glycoprotein)"	SGCD
228603_at		
228604_at	"family with sequence similarity 76, member A"	FAM76A
228605_at		
228606_at	Tctex1 domain containing 2	TCTEX1D2
228607_at	"2'-5'-oligoadenylate synthetase 2, 69/71kDa"	OAS2
228608_at	"sodium leak channel, non-selective"	NALCN
228609_at		
228610_at	Transmembrane 9 superfamily member 3	TM9SF3
228611_s_at		
228612_at		
228613_at	RAB11 family interacting protein 3 (class II)	RAB11FIP3
228614_at	non-protein coding RNA 116	NCRNA00116
228615_at	hypothetical protein LOC286161	LOC286161
228616_at		
228617_at	XIAP associated factor 1	XAF1
228618_at	platelet endothelial aggregation receptor 1	PEAR1
228619_x_at	"TIP41, TOR signaling pathway regulator-like (S. cerevisiae)"	TIPRL
228620_at		
228621_at	hemochromatosis type 2 (juvenile)	HFE2
228622_s_at	"DnaJ (Hsp40) homolog, subfamily C, member 4"	DNAJC4
228623_at		
228624_at	transmembrane protein 144	TMEM144
228625_at	"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4"	CITED4
228626_at		
228627_at	tousled-like kinase 2	TLK2
228628_at	SLIT-ROBO Rho GTPase activating protein 2 pseudogene 1	SRGAP2P1
228629_s_at	hypothetical protein LOC100128025	LOC100128025
228630_at	zinc finger protein 84	ZNF84
228631_s_at	Zinc finger protein 688	ZNF688
228632_at		
228633_s_at	"centrobin, centrosomal BRCA2 interacting protein"	CNTROB
228634_s_at	Cold shock domain protein A	CSDA
228635_at	protocadherin 10	PCDH10
228636_at	"basic helix-loop-helix family, member e22"	BHLHE22
228637_at	"zinc finger, DHHC-type containing 1"	ZDHHC1
228638_at	"Family with sequence similarity 76, member A"	FAM76A
228639_at		
228640_at	protocadherin 7	PCDH7
228641_at	"caspase recruitment domain family, member 8"	CARD8
228642_at		
228643_at		
228644_s_at	"Solute carrier family 12 (potassium/chloride transporters), member 4"	SLC12A4
228645_at	small nucleolar RNA host gene 9 (non-protein coding)	SNHG9
228646_at	"protein phosphatase 1, regulatory (inhibitor) subunit 1C"	PPP1R1C
228647_at	hypothetical protein LOC100049716	LOC100049716
228648_at	leucine-rich alpha-2-glycoprotein 1	LRG1
228649_at	notum pectinacetylesterase homolog (Drosophila)	NOTUM
228650_at		
228651_at	hypothetical LOC727901 /// von Willebrand factor A domain containing 1	LOC727901 /// VWA1
228652_at	zinc finger protein 776	ZNF776
228653_at	sterile alpha motif domain containing 5	SAMD5
228654_at	"spindlin family, member 4"	SPIN4
228655_at		
228656_at	prospero homeobox 1	PROX1
228657_at		
228658_at	myocardial infarction associated transcript (non-protein coding)	MIAT
228659_at		
228660_x_at	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4F"	SEMA4F
228661_s_at		
228662_at	Suppressor of cytokine signaling 7	SOCS7
228663_x_at	FLT3-interacting zinc finger 1	FIZ1
228664_at		
228665_at	cysteine/tyrosine-rich 1	CYYR1
228666_at	chromosome 15 open reading frame 38	C15orf38
228667_at	"1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta)"	AGPAT4
228668_x_at	Hypothetical protein FLJ36031	FLJ36031
228669_x_at	"Poly (ADP-ribose) polymerase family, member 10"	PARP10
228670_at	telomerase-associated protein 1	TEP1
228671_at	transmembrane protein 201	TMEM201
228672_at	"inhibitor of growth family, member 5"	ING5
228673_s_at	Echinoderm microtubule associated protein like 4	EML4
228674_s_at	echinoderm microtubule associated protein like 4	EML4
228675_at	hypothetical protein LOC100131733	LOC100131733
228676_at	oral cancer overexpressed 1	ORAOV1
228677_s_at	RAS protein activator like 3	RASAL3
228678_at	"family with sequence similarity 116, member B"	FAM116B
228679_at		
228680_at	kinesin family member 3A	KIF3A
228681_x_at	Death-associated protein kinase 3	DAPK3
228682_at		
228683_s_at	potassium channel tetramerisation domain containing 15	KCTD15
228684_at	zinc finger protein 503	ZNF503
228685_at		
228686_at	hypothetical LOC644873	FLJ33630
228687_at	Zinc finger protein 777	ZNF777
228688_at	pyruvate dehydrogenase phosphatase regulatory subunit pseudogene	LOC283922
228689_at	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 11, 14.7kDa"	NDUFA11
228690_s_at	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 11, 14.7kDa"	NDUFA11
228691_at	Bicaudal D homolog 1 (Drosophila)	BICD1
228692_at		
228693_at	coiled-coil domain containing 50	CCDC50
228694_at		
228695_at	chromosome 8 open reading frame 46	C8orf46
228696_at	"solute carrier family 45, member 3"	SLC45A3
228697_at	histidine triad nucleotide binding protein 3	HINT3
228698_at	SRY (sex determining region Y)-box 7	SOX7
228699_at	Neuropilin 2	NRP2
228700_at		
228701_at	chromosome 8 open reading frame 46	C8orf46
228702_at	hypothetical LOC378805	FLJ43663
228703_at	"prolyl 4-hydroxylase, alpha polypeptide III"	P4HA3
228704_s_at	Claudin 23	CLDN23
228705_at	calpain 12	CAPN12
228706_s_at	claudin 23	CLDN23
228707_at	claudin 23	CLDN23
228708_at	"RAB27B, member RAS oncogene family"	RAB27B
228709_at	translocated promoter region (to activated MET oncogene)	TPR
228710_at		
228711_at	zinc finger protein 37A	ZNF37A
228712_at	hypothetical protein LOC100132369	LOC100132369
228713_s_at	hydroxysteroid (17-beta) dehydrogenase 14	HSD17B14
228714_at		
228715_at	"zinc finger, CCHC domain containing 12"	ZCCHC12
228716_at	"thyroid hormone receptor, beta (erythroblastic leukemia viral (v-erb-a) oncogene homolog 2, avian)"	THRB
228717_at		
228718_at	zinc finger protein 44	ZNF44
228719_at	"zinc finger, SWIM-type containing 7"	ZSWIM7
228720_at	sortilin-related VPS10 domain containing receptor 2	SORCS2
228721_at	chromosome 3 open reading frame 41	C3orf41
228722_at	protein arginine methyltransferase 2	PRMT2
228723_at		
228724_at		
228725_x_at	protein arginine methyltransferase 2	PRMT2
228726_at		
228727_at	annexin A11	ANXA11
228728_at	chromosome 7 open reading frame 58	C7orf58
228729_at	cyclin B1	CCNB1
228730_s_at	secernin 2	SCRN2
228731_at		
228732_at		
228733_at	pseudouridylate synthase-like 1	PUSL1
228734_at		
228735_s_at	Pantothenate kinase 2	PANK2
228736_at	"helicase, POLQ-like"	HELQ
228737_at	TOX high mobility group box family member 2	TOX2
228738_at	"D-2-hydroxyglutarate dehydrogenase /// similar to D-2-hydroxyglutarate dehydrogenase, mitochondrial"	D2HGDH /// LOC100133930
228739_at	cystin 1	CYS1
228740_at		
228741_s_at	hyperpolarization activated cyclic nucleotide-gated potassium channel 3	HCN3
228742_at		
228743_at	thioredoxin domain containing 17	TXNDC17
228744_at	"HAUS augmin-like complex, subunit 2"	HAUS2
228745_at	"small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta"	SGTB
228746_s_at	CDV3 homolog (mouse)	CDV3
228747_at	Sec61 alpha 2 subunit (S. cerevisiae)	SEC61A2
228748_at	"CD59 molecule, complement regulatory protein"	CD59
228749_at	"zinc finger, DBF-type containing 2"	ZDBF2
228750_at		
228751_at	CDC-like kinase 4	CLK4
228752_at	BCL6 co-repressor-like 1	BCORL1
228753_at	hypothetical protein LOC100128737	LOC100128737
228754_at	"solute carrier family 6 (neurotransmitter transporter, taurine), member 6"	SLC6A6
228755_at	GRB10 interacting GYF protein 1	GIGYF1
228756_at	"solute carrier family 6 (neurotransmitter transporter, taurine), member 6"	SLC6A6
228757_at	hydroxysteroid (11-beta) dehydrogenase 1-like	HSD11B1L
228758_at	B-cell CLL/lymphoma 6	BCL6
228759_at	cAMP responsive element binding protein 3-like 2	CREB3L2
228760_at	"splicing factor, arginine/serine-rich 2B"	SFRS2B
228761_at	"scratch homolog 1, zinc finger protein (Drosophila)"	SCRT1
228762_at	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	LFNG
228763_at	magnesium-dependent phosphatase 1	MDP-1
228764_s_at	magnesium-dependent phosphatase 1	MDP-1
228765_at	GTF2I repeat domain containing 2	GTF2IRD2
228766_at	CD36 molecule (thrombospondin receptor)	CD36
228767_at		
228768_at	folliculin interacting protein 1	FNIP1
228769_at	zinc finger and SCAN domain containing 22	ZSCAN22
228770_at	G protein-coupled receptor 146	GPR146
228771_at	"adrenergic, beta, receptor kinase 2"	ADRBK2
228772_at	histamine N-methyltransferase	HNMT
228773_at		
228774_at	centrosomal protein 78kDa	CEP78
228775_at		
228776_at	"gap junction protein, gamma 1, 45kDa"	GJC1
228777_at	kelch repeat and BTB (POZ) domain containing 3	KBTBD3
228778_at		
228779_at	"hypothetical LOC146880 /// SH3 domain containing 20 pseudogene /// pleckstrin homology domain containing, family M (with RUN domain) member 1 pseudogene"	LOC146880 /// LOC646022 /// PLEKHM1P
228780_at		
228781_at	oligonucleotide/oligosaccharide-binding fold containing 1	OBFC1
228782_at	"secretoglobin, family 3A, member 2"	SCGB3A2
228783_at	blood vessel epicardial substance	BVES
228784_at	"ST3 beta-galactoside alpha-2,3-sialyltransferase 2"	ST3GAL2
228785_at	Zinc finger protein 281	ZNF281
228786_at	patched domain containing 3 pseudogene	LOC387647
228787_s_at	breast carcinoma amplified sequence 4	BCAS4
228788_at	yippee-like 1 (Drosophila)	YPEL1
228789_at	myotubularin related protein 6	MTMR6
228790_at	"family with sequence similarity 110, member B"	FAM110B
228791_at	hypothetical protein LOC100129502	LOC100129502
228792_at		
228793_at	jumonji domain containing 1C	JMJD1C
228794_at	xin actin-binding repeat containing 2	XIRP2
228795_at	"protein kinase C, beta"	PRKCB
228796_at	copine IV	CPNE4
228797_at		
228798_x_at	MYC-associated zinc finger protein (purine-binding transcription factor)	MAZ
228799_at		
228800_x_at	aurora kinase A interacting protein 1	AURKAIP1
228801_at	ORM1-like 1 (S. cerevisiae)	ORMDL1
228802_at	RNA binding protein with multiple splicing 2	RBPMS2
228803_at	Hypothetical protein LOC100129592	LOC100129592
228804_at	DiGeorge syndrome critical region gene 5 (non-protein coding)	DGCR5
228805_at	chromosome 5 open reading frame 25	C5orf25
228806_at	RAR-related orphan receptor C	RORC
228807_at		
228808_s_at	Lysyl oxidase-like 2	LOXL2
228809_at	chromosome X open reading frame 40A	CXorf40A
228810_at	cyclin Y-like 1	CCNYL1
228811_at		
228812_at		
228813_at	histone deacetylase 4	HDAC4
228814_at	retinoblastoma binding protein 6	RBBP6
228815_s_at	Replication initiator 1	REPIN1
228816_at	"ATPase, H+ transporting, lysosomal accessory protein 1-like"	ATP6AP1L
228817_at	"asparagine-linked glycosylation 9, alpha-1,2-mannosyltransferase homolog (S. cerevisiae)"	ALG9
228818_at		
228819_at	tetraspanin 18	TSPAN18
228820_at	"X-prolyl aminopeptidase (aminopeptidase P) 3, putative"	XPNPEP3
228821_at	"ST6 beta-galactosamide alpha-2,6-sialyltranferase 2"	ST6GAL2
228822_s_at	ubiquitin specific peptidase 16	USP16
228823_at	polymerase (RNA) II (DNA directed) polypeptide J2	POLR2J2
228824_s_at	prostaglandin reductase 1	PTGR1
228825_at	prostaglandin reductase 1	PTGR1
228826_at		
228827_at		
228828_at		
228829_at	activating transcription factor 7	ATF7
228830_s_at	activating transcription factor 7	ATF7
228831_s_at	"guanine nucleotide binding protein (G protein), gamma 7"	GNG7
228832_at	hypothetical LOC90024	FLJ20021
228833_s_at		
228834_at	"transducer of ERBB2, 1"	TOB1
228835_at		
228836_at	"solute carrier family 25, member 35"	SLC25A35
228837_at	transcription factor 4	TCF4
228838_at		
228839_s_at	hypothetical LOC439994 /// hypothetical LOC642361	LOC439994 /// LOC642361
228840_at	angiomotin like 1	AMOTL1
228841_at	Lyrm7 homolog (mouse)	LYRM7
228842_at		
228843_at		
228844_at	"solute carrier family 13 (sodium-dependent citrate transporter), member 5"	SLC13A5
228845_at	phospholipase B domain containing 2	PLBD2
228846_at	MAX dimerization protein 1	MXD1
228847_at	exocyst complex component 3	EXOC3
228848_at	ankyrin repeat and BTB (POZ) domain containing 1	ABTB1
228849_at	"neurotrophic tyrosine kinase, receptor, type 3"	NTRK3
228850_s_at		
228851_s_at	endosulfine alpha	ENSA
228852_at	endosulfine alpha	ENSA
228853_at	serine/threonine/tyrosine interacting protein	STYX
228854_at		
228855_at	nudix (nucleoside diphosphate linked moiety X)-type motif 7	NUDT7
228856_at	zinc finger protein 747	ZNF747
228857_at	guanine nucleotide binding protein-like 1 /// hypothetical protein LOC285831	GNL1 /// LOC285831
228858_at		
228859_at	prematurely terminated mRNA decay factor-like	LOC91431
228860_at	ubiquitin protein ligase E3B	UBE3B
228861_at		
228862_at	t-SNARE domain containing 1	TSNARE1
228863_at	protocadherin 17	PCDH17
228864_at	zinc finger protein 653	ZNF653
228865_at	chromosome 1 open reading frame 116	C1orf116
228866_at		
228867_at	TatD DNase domain containing 3	TATDN3
228868_x_at	Chromatin licensing and DNA replication factor 1	CDT1
228869_at		
228870_at	"family with sequence similarity 84, member B"	FAM84B
228871_at	Asparagine-linked glycosylation 14 homolog (S. cerevisiae)	ALG14
228872_at	"family with sequence similarity 108, member B1"	FAM108B1
228873_at	"collagen, type XXII, alpha 1"	COL22A1
228874_at	"Pleckstrin homology-like domain, family B, member 3"	PHLDB3
228875_at	"family with sequence similarity 162, member B"	FAM162B
228876_at	BAI1-associated protein 2-like 2	BAIAP2L2
228877_at	ral guanine nucleotide dissociation stimulator-like 3	RGL3
228878_s_at	"Cripto, FRL-1, cryptic family 1B"	CFC1B
228879_at	"small nucleolar RNA, C/D box 104"	SNORD104
228880_at		
228881_at	"presenilin associated, rhomboid-like"	PARL
228882_at	tubby homolog (mouse)	TUB
228883_at	tubby homolog (mouse)	TUB
228884_at	leucine rich repeat containing 27	LRRC27
228885_at	MAM domain containing 2	MAMDC2
228886_at	leucine rich repeat containing 27	LRRC27
228887_x_at	coiled-coil domain containing 61	CCDC61
228888_at	SH3 and cysteine rich domain 2	STAC2
228889_at	chromosome 14 open reading frame 128	C14orf128
228890_at	atonal homolog 8 (Drosophila)	ATOH8
228891_at	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D"	SEMA4D
228892_at	SH3 domain containing ring finger 2	SH3RF2
228893_at		
228894_at	"hypothetical protein LOC253842 /// nuclear receptor subfamily 6, group A, member 1"	LOC253842 /// NR6A1
228895_s_at	Ankyrin repeat and SOCS box-containing 1	ASB1
228896_at		
228897_at	"Der1-like domain family, member 3"	DERL3
228898_s_at	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"	SMARCB1
228899_at	hypothetical protein LOC100132884	LOC100132884
228900_at	cytospin B	CYTSB
228901_at	Cyclin-dependent kinase 9	CDK9
228902_at	nucleoporin 214kDa	NUP214
228903_at	carboxylesterase 8 (putative)	CES8
228904_at	homeobox B3	HOXB3
228905_at	pericentriolar material 1	PCM1
228906_at	tet oncogene 1	TET1
228907_at		
228908_s_at	hypothetical LOC642852	LOC642852
228909_at	hypothetical LOC642852	LOC642852
228910_at		
228911_at	"ADAM metallopeptidase with thrombospondin type 1 motif, 7"	ADAMTS7
228912_at	villin 1	VIL1
228913_at	hypothetical LOC100190939	LOC100190939
228914_at		
228915_at	dachshund homolog 1 (Drosophila)	DACH1
228916_at	"CWF19-like 2, cell cycle control (S. pombe)"	CWF19L2
228917_at		
228918_at		
228919_at		
228920_at	zinc finger protein 260	ZNF260
228921_at	"solute carrier family 25, member 42"	SLC25A42
228922_at	Src homology 2 domain containing F	SHF
228923_at	S100 calcium binding protein A6	S100A6
228924_s_at	"Ubiquitin-conjugating enzyme E2, J1 (UBC6 homolog, yeast)"	UBE2J1
228925_at		
228926_s_at	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"	SMARCA2
228927_at	zinc finger protein 397	ZNF397
228928_x_at	BTG3 associated nuclear protein	BANP
228929_at	deoxyribonuclease I	DNASE1
228930_at	Small Cajal body-specific RNA 15	SCARNA15
228931_at	coenzyme Q4 homolog (S. cerevisiae)	COQ4
228932_at		
228933_at	Nance-Horan syndrome (congenital cataracts and dental anomalies)	NHS
228934_x_at		
228935_at	"solute carrier family 4, sodium bicarbonate cotransporter, member 8"	SLC4A8
228936_at		
228937_at	chromosome 13 open reading frame 31	C13orf31
228938_at	Myelin basic protein	MBP
228939_at	OAF homolog (Drosophila)	OAF
228940_at	"hypothetical gene supported by AF044957; NM_004547 /// NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 4, 15kDa"	LOC402175 /// NDUFB4
228941_at	"asparagine-linked glycosylation 10, alpha-1,2-glucosyltransferase homolog B (yeast)"	ALG10B
228942_s_at	DAB2 interacting protein	DAB2IP
228943_at	microtubule-associated protein 6	MAP6
228944_at		
228945_s_at	"Solute carrier family 39 (zinc transporter), member 8"	SLC39A8
228946_at	inturned planar cell polarity effector homolog (Drosophila)	INTU
228947_x_at	transmembrane protein 204	TMEM204
228948_at	EPH receptor A4	EPHA4
228949_at	G protein-coupled receptor 177	GPR177
228950_s_at	G protein-coupled receptor 177	GPR177
228951_at		
228952_at	ectonucleotide pyrophosphatase/phosphodiesterase 1	ENPP1
228953_at	"WAS protein homolog associated with actin, golgi membranes and microtubules"	WHAMM
228954_at	"LysM, putative peptidoglycan-binding, domain containing 4"	LYSMD4
228955_at		
228956_at	UDP glycosyltransferase 8	UGT8
228957_at	zinc finger protein 362	ZNF362
228958_at	zinc finger protein 19	ZNF19
228959_at		
228960_at	NMDA receptor regulated 2	NARG2
228961_at	"mesoderm induction early response 1, family member 3"	MIER3
228962_at	"phosphodiesterase 4D, cAMP-specific (phosphodiesterase E3 dunce homolog, Drosophila)"	PDE4D
228963_at	Round spermatid basic protein 1-like	RSBN1L
228964_at	"PR domain containing 1, with ZNF domain"	PRDM1
228965_s_at	Pantothenate kinase 2	PANK2
228966_at	Pantothenate kinase 2	PANK2
228967_at	Eukaryotic translation initiation factor 1	EIF1
228968_at	zinc finger protein 449	ZNF449
228969_at	anterior gradient homolog 2 (Xenopus laevis)	AGR2
228970_at	zinc finger and BTB domain containing 8 opposite strand	ZBTB8OS
228971_at		
228972_at		
228973_at	"discs, large homolog 2 (Drosophila)"	DLG2
228974_at		
228975_at	Sp6 transcription factor	SP6
228976_at	inducible T-cell co-stimulator ligand	ICOSLG
228977_at	hypothetical protein LOC729680	LOC729680
228978_at	hypothetical LOC645722	LOC645722
228979_at	surfactant associated 3	SFTA3
228980_at	ring finger and FYVE-like domain containing 1	RFFL
228981_at	transmembrane protein 169	TMEM169
228982_s_at	Ubiquitin specific peptidase 42	USP42
228983_at		
228984_at	ATP-grasp domain containing 1	ATPGD1
228985_at		
228986_at	oxysterol binding protein-like 8	OSBPL8
228987_at		
228988_at	zinc finger protein 711	ZNF711
228989_at	chromosome 18 open reading frame 56	C18orf56
228990_at	small nucleolar RNA host gene 12 (non-protein coding)	SNHG12
228991_at		
228992_at	Mediator complex subunit 28	MED28
228993_s_at	non-protein coding RNA 81	NCRNA00081
228994_at	coiled-coil domain containing 24	CCDC24
228995_at	calmodulin regulated spectrin-associated protein 1	CAMSAP1
228996_at	ring finger and CCCH-type zinc finger domains 1	RC3H1
228997_at	tRNA selenocysteine 1 associated protein 1	TRNAU1AP
228998_at	trinucleotide repeat containing 6B	TNRC6B
228999_at	chromodomain helicase DNA binding protein 2	CHD2
229000_at	zinc finger protein 77	ZNF77
229001_at	"Protein phosphatase 1, regulatory (inhibitor) subunit 3E"	PPP1R3E
229002_at	"family with sequence similarity 69, member B"	FAM69B
229003_x_at	"Family with sequence similarity 69, member B"	FAM69B
229004_at		
229005_at	"multiple C2 domains, transmembrane 2"	MCTP2
229006_at		
229007_at	FSHD region gene 1 pseudogene	LOC283788
229008_at	WD repeat domain 60	WDR60
229009_at	SIX homeobox 5	SIX5
229010_at	Cas-Br-M (murine) ecotropic retroviral transforming sequence	CBL
229011_at		
229012_at	chromosome 9 open reading frame 24	C9orf24
229013_at	hypothetical LOC145783	LOC145783
229014_at	hypothetical LOC441094	FLJ42709
229015_at	FP944	LOC286367
229016_s_at	transcriptional regulating factor 1	TRERF1
229017_s_at	dual serine/threonine and tyrosine protein kinase	DSTYK
229018_at	chromosome 12 open reading frame 26	C12orf26
229019_at	zinc finger protein 385B	ZNF385B
229020_x_at	EPS8-like 2	EPS8L2
229021_at	"multiple C2 domains, transmembrane 2"	MCTP2
