Probe Set ID	Target Description	Gene Title	Gene Symbol	Gene Ontology Biological Process	Gene Ontology Cellular Component	Gene Ontology Molecular Function
Contig8573_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig8574_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig8575_at	BEST BLASTX NR: 11/08/02 AAF79766.1   3e-73 (AC009317) T30E16.32 [Arabidopsis thaliana]	---	---	---	---	---
Contig8575_s_at	BEST BLASTX NR: 11/08/02 AAF79766.1   3e-73 (AC009317) T30E16.32 [Arabidopsis thaliana]	---	---	---	---	---
Contig8578_at	"BEST BLASTX NR: 01/29/03 NP_568850.1  6e-18 bHLH protein; protein id: At5g57150.1, supported by cDNA: 266884. [Arabidopsis thaliana]"	---	---	---	---	---
Contig8578_s_at	"BEST BLASTX NR: 01/29/03 NP_568850.1  6e-18 bHLH protein; protein id: At5g57150.1, supported by cDNA: 266884. [Arabidopsis thaliana]"	---	---	---	---	---
Contig8579_at	BEST BLASTX NR: 11/06/02 AAF79653.1   5e-33 F5O11.17 [Arabidopsis thaliana]	---	---	---	---	---
Contig8580_s_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig8583_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig8585_at	BEST BLASTX NR: 11/06/02 AAL87667.1   5e-56 transcription factor RAU1 [Oryza sativa]	---	---	---	---	---
Contig8586_s_at	BEST BLASTX NR: 10/02/02 AAF87891.1   9e-41 (AC015447) Hypothetical protein [Arabidopsis thaliana]	---	---	---	---	---
Contig8587_s_at	BEST BLASTX NR: 01/29/03 F86346       9e-60 hypothetical protein F24J8.1 [imported] - Arabidopsis thaliana gb|AAF87891.1|AC015447_1 Hypothetical protein [Arabidopsis thaliana]	---	---	---	---	---
Contig8588_at	"BEST BLASTX NR: 10/13/02 NP_565829.1  3e-35 (NM_129147) expressed protein; protein id: At2g35880.1, supported by cDNA: gi_16209719 [Arabidopsis thaliana]"	---	---	---	---	---
Contig8590_at	BEST BLASTX NR: 11/07/02 CAB88665.1   1e-64 (AJ400860) tubby-like protein [Cicer arietinum]	---	---	---	---	---
Contig8591_at	"BEST BLASTX NR: 10/26/02 NP_196618.1  1e-77 (NM_121094) glycosyl hydrolase family 3; protein id: At5g10560.1, supported by cDNA: gi_15982752 [Arabidopsis thaliana]"	---	---	---	---	---
Contig8592_at	BEST BLASTX NR: 11/06/02 BAB63535.1   3e-34 P0003E08.1 [Oryza sativa (japonica cultivar-group)] dbj|BAB91750.1| P0671D01.27 [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8593_s_at	BEST BLASTX NR: 11/08/02 BAB63535.1   1e-33 P0003E08.1 [Oryza sativa (japonica cultivar-group)] dbj|BAB91750.1| P0671D01.27 [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8594_at	BEST BLASTX NR: 10/02/02 BAB90492.1   1e-82 putative phosphatidic acid phosphatase beta [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8595_at	BEST BLASTX NR: 11/08/02 BAB21078.1   e-113 putative uroporphyrinogen decarboxylase [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8596_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig8597_at	"BEST BLASTX NR: 10/28/02 NP_181084.1  5e-036 (NM_129093) chloroplast RNA-binding protein cp33, putative; protein id: At2g35410.1, supported by cDNA: gi_14596022"	---	---	---	---	---
Contig8598_at	BEST BLASTX NR: 10/13/02 BAA94539.1   5e-67 unnamed protein product [Oryza sativa (japonica cultivar-group)] dbj|BAA96225.1| unnamed protein product [Oryza sativa (japonica cultivar-gr	---	---	---	---	---
Contig8599_at	BEST BLASTX NR: 11/07/02 BAB89473.1   e-123 MAP kinase-like protein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig859_s_at	"BEST BLASTX NR: 11/06/02 BAB19812.1   9e-99 ribulose-1,5-bisphosphate carboxylase/oxygenase small subunit [Triticum aestivum]"	---	---	---	---	---
Contig85_x_at	BEST BLASTX NR: 10/13/02 S53518       7e-46 histone H2A.2 - wheat dbj|BAA07276.1| protein H2A [Triticum aestivum]	---	---	---	---	---
Contig8600_at	BEST BLASTX NR: 11/07/02 AAL47686.1   e-135 multidrug resistance-associated protein MRP1 [Triticum aestivum]	---	---	---	---	---
Contig8601_s_at	"BEST BLASTX NR: 11/06/02 BAB39426.1   2e-93 (AP002901) contains ESTs C26142(C11721),AU108212(C11721)~similar to Arabidopsis thaliana chromosome 2, T19L18.12~unknown"	---	---	---	---	---
Contig8604_at	BEST BLASTX NR: 11/08/02 T07018       2e-79 probable ATP-dependent clp proteinase (EC 3.4.21.-) precursor - tomato	---	---	---	---	---
Contig8605_at	BEST BLASTX NR: 11/07/02 S60284       2e-29 B12D protein - barley emb|CAA54065.1| HvB12D [Hordeum vulgare subsp. vulgare]	---	---	---	---	---
Contig8605_s_at	BEST BLASTX NR: 11/07/02 S60284       2e-29 B12D protein - barley emb|CAA54065.1| HvB12D [Hordeum vulgare subsp. vulgare]	---	---	---	---	---
Contig8606_at	BEST BLASTX NR: 11/04/02 BAB90397.1   1e-32 putative beta-glucosidase [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8609_at	BEST BLASTX NR: 10/02/02 AAG22607.1   1e-76 (AF258810) aldehyde oxidase [Lycopersicon esculentum] gb|AAK52410.1|AF258814_1 (AF258814) aldehyde oxidase TAO3 [Lycopersicon esculentum]	---	---	---	---	---
Contig8610_at	BEST BLASTX NR: 10/13/02 BAC07422.1   7e-47 putative aldehyde oxidase [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8610_s_at	BEST BLASTX NR: 10/13/02 BAC07422.1   7e-47 putative aldehyde oxidase [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8611_at	BEST BLASTX NR: 10/13/02 AAK50422.1   e-108 (AC021891) Putative phenylalanyl-tRNA synthetase alpha chain [Oryza sativa]	---	---	---	---	---
Contig8612_at	BEST BLASTX NR: 11/06/02 AAF79606.1   1e-84 (AC027665) F5M15.11 [Arabidopsis thaliana]	---	---	---	---	---
Contig8614_at	BEST BLASTX NR: 11/07/02 T04234       1e-85 calmodulin-binding protein homolog F14M19.80 - Arabidopsis thaliana emb|CAB39601.1| (AL049480) putative calmodulin-binding protein [Arabidop	---	---	---	---	---
Contig8615_at	BEST BLASTX NR: 11/04/02 BAB90507.1   4e-88 putative U2 snRNP auxiliary factor [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8616_at	BEST BLASTX NR: 11/06/02 AAL50082.1   2e-31 AT3g22845/MWI23_22 [Arabidopsis thaliana] gb|AAM10366.1| AT3g22845/MWI23_22 [Arabidopsis thaliana]	---	---	---	---	---
Contig8617_s_at	"BEST BLASTX NR: 11/07/02 BAC10151.1   2e-31 (AP004339) beta-1,3-glucanase-like protein~contains ESTs AU101692(R10215),AU070766(R10215),C24850(S15950) [Oryza"	---	---	---	---	---
Contig8619_at	BEST BLASTX NR: 11/06/02 AAN05506.1   e-101 (AC099399) Putative serine acetyltransferase [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig861_at	BEST BLASTX NR: 10/13/02 S24966       7e-88 sucrose synthase (EC 2.4.1.13) - barley (fragment) emb|CAA47264.1| sucrose synthase [Hordeum vulgare]	---	---	---	---	---
Contig8620_at	BEST BLASTX NR: 11/04/02 AAN05506.1   1e-12 (AC099399) Putative serine acetyltransferase [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8622_at	BEST BLASTX NR: 10/02/02 AAM13871.1   2e-44 putative ATP-dependent RNA helicase [Arabidopsis thaliana]	---	---	---	---	---
Contig8622_s_at	BEST BLASTX NR: 10/02/02 AAM13871.1   2e-44 putative ATP-dependent RNA helicase [Arabidopsis thaliana]	---	---	---	---	---
Contig8623_s_at	"BEST BLASTX NR: 10/04/02 BAB63667.1   e-122 (AP003277) contains ESTs AU057139(S21186),AU069363(C60889),AU069362(C60889),"	---	---	---	---	---
Contig8625_at	BEST BLASTX NR: 10/31/02 NP_195015.1  6e-26 (NM_119442) GATA zinc finger protein; protein id: At4g32890.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig8626_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig8628_at	BEST BLASTX NR: 11/04/02 BAC06871.1   4e-95 OSJNBa0094H06.13 [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8629_at	BEST BLASTX NR: 11/08/02 AAG13589.1   6e-69 putative ubiquitin protein [Oryza sativa]	---	---	---	---	---
Contig8631_at	BEST BLASTX NR: 11/06/02 CAC21392.1   3e-92 (AJ401275) peroxidase [Zea mays]	---	---	---	---	---
Contig8632_at	BEST BLASTX NR: 11/06/02 CAC21392.1   6e-26 (AJ401275) peroxidase [Zea mays]	---	---	---	---	---
Contig8634_at	"BEST BLASTX NR: 10/29/02 NP_181780.1  e-106 DEAD/DEAH box RNA helicase, putative; protein id: At2g42520.1 [Arabidopsis thaliana]"	---	---	---	---	---
Contig8635_at	BEST BLASTX NR: 11/08/02 AAF80450.1   3e-94 vacuolar targeting receptor bp-80 [Triticum aestivum]	---	---	---	---	---
Contig8636_at	"BEST BLASTX NR: 10/25/02 NP_198343.1  2e-063 putative protein; protein id: At5g34930.1, supported by cDNA: gi_16903097 [Arabidopsis thaliana]"	---	---	---	---	---
Contig8638_at	"BEST BLASTX NR: 10/02/02 NP_199714.2  e-101 (NM_124280) isoleucyl-tRNA synthetase; protein id: At5g49030.1, supported by cDNA: gi_19424029 [Arabidopsis thaliana]"	---	---	---	---	---
Contig8639_at	BEST BLASTX NR: 10/29/02 AAL58201.1   2e-86 (AC090882) putative ATP(GTP)-binding protein [Oryza sativa]	---	---	---	---	---
Contig863_s_at	BEST BLASTX NR: 11/06/02 NP_186921.1  3e-89 expressed protein; protein id: At3g02720.1 [Arabidopsis thaliana] gb|AAF26988.1|AC018363_33 unknown protein [Arabidopsis thaliana]	---	---	---	---	---
Contig8640_at	BEST BLASTX NR: 11/06/02 BAB21237.1   e-130 P0426D06.17 [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8641_at	"BEST BLASTX NR: 11/06/02 NP_181401.1  e-108 putative phospholipid cytidylyltransferase; protein id: At2g38670.1, supported by cDNA: gi_20260169 [Arabidopsis"	---	---	---	---	---
Contig8642_at	BEST BLASTX NR: 10/25/02 AAD32142.1   5e-026 Nt-iaa2.3 deduced protein [Nicotiana tabacum]	---	---	---	---	---
Contig8646_at	BEST BLASTX NR: 11/07/02 AAM91100.1   2e-23 At1g45200 [Arabidopsis thaliana] gb|AAN72283.1| At1g45200/At1g45200 [Arabidopsis thaliana]	---	---	---	---	---
Contig8647_s_at	"BEST BLASTX NR: 10/29/02 NP_199206.1  9e-79 putative protein; protein id: At5g43930.1, supported by cDNA: gi_15450893, supported by cDNA: gi_17978680 [Arabidopsis"	---	---	---	---	---
Contig8648_at	"BEST BLASTX NR: 11/07/02 NP_199206.1  7e-64 putative protein; protein id: At5g43930.1, supported by cDNA: gi_15450893, supported by cDNA: gi_17978680 [Arabidopsis"	---	---	---	---	---
Contig8648_s_at	"BEST BLASTX NR: 11/07/02 NP_199206.1  7e-64 putative protein; protein id: At5g43930.1, supported by cDNA: gi_15450893, supported by cDNA: gi_17978680 [Arabidopsis"	---	---	---	---	---
Contig8649_at	BEST BLASTX NR: 10/27/02 AAC32127.1   2e-38 (AF051226) PREG-like protein [Picea mariana]	---	---	---	---	---
Contig8650_at	"BEST BLASTX NR: 11/06/02 BAA83368.1   e-102 ESTs AU029348(E30206),C74035(E30206) correspond to a region of the predicted gene.~Similar to lipase (U38916) [Oryza sativa"	---	---	---	---	---
Contig8651_at	"BEST BLASTX NR: 01/29/03 BAA83368.1   3e-92 ESTs AU029348(E30206),C74035(E30206) correspond to a region of the predicted gene.~Similar to lipase (U38916) [Oryza sativa"	---	---	---	---	---
Contig8651_s_at	"BEST BLASTX NR: 01/29/03 BAA83368.1   3e-92 ESTs AU029348(E30206),C74035(E30206) correspond to a region of the predicted gene.~Similar to lipase (U38916) [Oryza sativa"	---	---	---	---	---
Contig8652_at	BEST BLASTX NR: 11/08/02 AAC24001.1   2e-89 isoflavone reductase related protein [Pyrus communis]	isoflavone reductase	LOC100191104	0006808 // regulation of nitrogen utilization // inferred from electronic annotation /// 0008152 // metabolic process // inferred from electronic annotation	---	0003824 // catalytic activity // inferred from electronic annotation /// 0005488 // binding // inferred from electronic annotation /// 0016564 // transcription repressor activity // inferred from electronic annotation
Contig8653_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig8654_at	"BEST BLASTX NR: 10/13/02 AAK53826.1   e-110 Putative SWI/SNF related, matrix associated, actin dependent regulator of chromatin [Oryza sativa]"	---	---	---	---	---
Contig8655_at	BEST BLASTX NR: 10/25/02 NP_193391.1  1e-079 hypothetical protein; protein id: At4g16580.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig8656_at	"BEST BLASTX NR: 10/02/02 BAB92174.1   9e-98 (AP003052) hypothetical protein~similar to Arabidopsis thaliana chromosome 1, F6I1.10 [Oryza sativa (japonica"	---	---	---	---	---
Contig8657_at	BEST BLASTX NR: 11/06/02 BAB84492.1   7e-83 P0014E08.3 [Oryza sativa (japonica cultivar-group)] dbj|BAB90510.1| OSJNBb0063G05.19 [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8658_at	"BEST BLASTX NR: 10/29/02 NP_565383.1  4e-19 (NM_127149) expressed protein; protein id: At2g15890.1, supported by cDNA: 29905., supported by cDNA: gi_12642939,"	---	---	---	---	---
Contig865_3_s_at	Glyceraldehyde 3-phosphate dehydrogenase (GAPDH)	---	---	---	---	---
Contig865_5_s_at	Glyceraldehyde 3-phosphate dehydrogenase (GAPDH)	---	---	---	---	---
Contig8661_at	"BEST BLASTX NR: 11/04/02 NP_567352.1  6e-19 auxin-regulated protein; protein id: At4g10100.2, supported by cDNA: 35962., supported by cDNA: gi_6635742 [Arabidopsis"	---	---	---	---	---
Contig8663_at	BEST BLASTX NR: 10/26/02 AAA02747.1   9e-72 membrane protein [Saccharum hybrid cultivar H65-7052]	---	---	---	---	---
Contig8664_at	"BEST BLASTX NR: 10/29/02 NP_566744.1  3e-51 (NM_113317) transfactor, putative; protein id: At3g24120.1, supported by cDNA: 6626., supported by cDNA:"	---	---	---	---	---
Contig8666_at	"BEST BLASTX NR: 10/02/02 NP_566373.1  e-102 expressed protein; protein id: At3g10420.1, supported by cDNA: gi_15810178 [Arabidopsis thaliana]"	---	---	---	---	---
Contig8667_at	"BEST BLASTX NR: 11/07/02 AAF78409.1   2e-13 (AC009273) Contains similarity to RNA adenosine deaminase gene, exon 15 from Homo sapiens gb|U75503. It contains the"	---	---	---	---	---
Contig8668_at	"BEST BLASTX NR: 10/13/02 AAF78409.1   1e-08 (AC009273) Contains similarity to RNA adenosine deaminase gene, exon 15 from Homo sapiens gb|U75503. It contains the"	---	---	---	---	---
Contig8669_at	BEST BLASTX NR: 10/31/02 AAG52199.1   6e-09 (AC021199) hypothetical protein; 51999-52350 [Arabidopsis thaliana]	---	---	---	---	---
Contig8669_s_at	BEST BLASTX NR: 10/31/02 AAG52199.1   6e-09 (AC021199) hypothetical protein; 51999-52350 [Arabidopsis thaliana]	---	---	---	---	---
Contig8671_at	"BEST BLASTX NR: 10/27/02 BAA84626.1   3e-81 (AP000492) ESTs AU065732(E51179),AU030519(E51179) correspond to a region of the predicted gene.~similar to epoxide"	---	---	---	---	---
Contig8673_s_at	"BEST BLASTX NR: 11/04/02 BAA84626.1   8e-58 (AP000492) ESTs AU065732(E51179),AU030519(E51179) correspond to a region of the predicted gene.~similar to epoxide"	---	---	---	---	---
Contig8676_at	BEST BLASTX NR: 10/29/02 O04438       6e-46 Signal recognition particle 9 kDa protein (SRP9) pir||T03951 signal recognition particle chain 9 - maize	---	---	---	---	---
Contig8677_at	BEST BLASTX NR: 10/13/02 NP_190019.1  4e-84 putative protein; protein id: At3g44330.1 [Arabidopsis thaliana] pir||T47423 hypothetical protein T22K7.10 - Arabidopsis thaliana	---	---	---	---	---
Contig8678_at	BEST BLASTX NR: 10/04/02 T03589       e-107 probable aspartate kinase (EC 2.7.2.4) / homoserine dehydrogenase (EC 1.1.1.3) precursor - rice	---	---	---	---	---
Contig8678_s_at	BEST BLASTX NR: 10/04/02 T03589       e-107 probable aspartate kinase (EC 2.7.2.4) / homoserine dehydrogenase (EC 1.1.1.3) precursor - rice	---	---	---	---	---
Contig8679_at	BEST BLASTX NR: 10/04/02 T03589       2e-68 probable aspartate kinase (EC 2.7.2.4) / homoserine dehydrogenase (EC 1.1.1.3) precursor - rice	---	---	---	---	---
Contig867_at	"BEST BLASTX NR: 10/02/02 NP_195217.1  3e-73 (NM_119657) DEAD/DEAH box RNA helicase protein, putative; protein id: At4g34910.1 [Arabidopsis thaliana]"	---	---	---	---	---
Contig8681_at	BEST BLASTX NR: 11/07/02 NP_181869.1  6e-05 (NM_129902) RRM-containing protein; protein id: At2g43410.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig8682_at	BEST BLASTX NR: 10/13/02 AAL31692.1   2e-32 putative RNA binding protein [Oryza sativa]	---	---	---	---	---
Contig8683_at	"BEST BLASTX NR: 10/13/02 NP_201540.1  9e-08 putative protein; protein id: At5g67390.1, supported by cDNA: 512. [Arabidopsis thaliana]"	---	---	---	---	---
Contig8685_at	BEST BLASTX NR: 11/06/02 AAK49589.1   2e-59 (AF372873) At2g26590/T9J22.26 [Arabidopsis thaliana]	---	---	---	---	---
Contig8687_at	BEST BLASTX NR: 10/29/02 BAC10766.1   e-106 (AP003377) putative DEIH-box RNA/DNA helicase [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8687_s_at	BEST BLASTX NR: 10/29/02 BAC10766.1   e-106 (AP003377) putative DEIH-box RNA/DNA helicase [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8690_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig8691_at	BEST BLASTX NR: 10/29/02 AAK93603.1   4e-86 unknown protein [Arabidopsis thaliana]	---	---	---	---	---
Contig8692_at	BEST BLASTX NR: 10/27/02 CAD41250.1   9e-60 OSJNBa0067K08.14 [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8693_at	BEST BLASTX NR: 10/13/02 CAD41250.1   5e-18 OSJNBa0067K08.14 [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8695_at	BEST BLASTX NR: 10/26/02 AAM92830.1   8e-09 (AC068950) hypothetical protein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8695_s_at	BEST BLASTX NR: 10/26/02 AAM92830.1   8e-09 (AC068950) hypothetical protein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8697_at	BEST BLASTX NR: 10/02/02 BAA84779.1   3e-55 nonphototrophic hypocotyl 1b [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8698_s_at	BEST BLASTX NR: 09/30/02 BAA84779.1   1e-77 nonphototrophic hypocotyl 1b [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8699_at	"BEST BLASTX NR: 11/06/02 NP_568280.1  2e-93 putative protein; protein id: At5g12470.1, supported by cDNA: gi_20268751, supported by cDNA: gi_21281148 [Arabidopsis"	---	---	---	---	---
Contig869_x_at	BEST BLASTX NR: 10/13/02 S53518       1e-46 histone H2A.2 - wheat dbj|BAA07276.1| protein H2A [Triticum aestivum]	---	---	---	---	---
Contig86_at	BEST BLASTX NR: 01/29/03 P05167       e-129 Thiol protease aleurain precursor emb|CAA28804.1| aleurain [Hordeum vulgare]	---	---	---	---	---
Contig8700_s_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig8701_at	BEST BLASTX NR: 11/08/02 AAK82437.1   3e-13 (AC091247) unknown protein [Oryza sativa]	---	---	---	---	---
Contig8702_at	BEST BLASTX NR: 10/31/02 BAC07004.1   1e-76 transcription factor-like protein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8703_at	BEST BLASTX NR: 10/13/02 P49297       e-108 ISOCITRATE LYASE (ISOCITRASE) (ISOCITRATASE) (ICL) pir||T06353 isocitrate lyase (EC 4.1.3.1) - tomato	---	---	---	---	---
Contig8704_at	"BEST BLASTX NR: 11/07/02 BAC16465.1   5e-62 (AP004671) contains ESTs AU162548(R3914),AU032339(R3914)~similar to Arabidopsis thaliana chromosome 3,At3g12260~unknown"	---	---	---	---	---
Contig8705_at	BEST BLASTX NR: 10/26/02 BAB67874.1   e-117 putative protein kinase AFC1 [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8706_at	BEST BLASTX NR: 11/08/02 CAA67107.1   2e-42 (X98474) mitochondrial energy transfer protein [Solanum tuberosum]	---	---	---	---	---
Contig8707_s_at	"BEST BLASTX NR: 10/29/02 P29518       4e-75 Brittle-1 protein, chloroplast precursor pir||JQ1459 Bt1 protein precursor - maize"	---	---	---	---	---
Contig8708_at	BEST BLASTX NR: 10/26/02 CAA69976.1   2e-64 MtN3 [Medicago truncatula]	---	---	---	---	---
Contig870_at	BEST BLASTX NR: 11/04/02 O48558       5e-51 60S RIBOSOMAL PROTEIN L30 pir||T01411 ribosomal protein L30 - maize	---	---	---	---	---
Contig870_s_at	BEST BLASTX NR: 11/04/02 O48558       5e-51 60S RIBOSOMAL PROTEIN L30 pir||T01411 ribosomal protein L30 - maize	---	---	---	---	---
Contig8710_at	BEST BLASTX NR: 11/08/02 AAM77580.1   2e-45 seed globulin [Aegilops tauschii]	---	---	---	---	---
Contig8711_at	BEST BLASTX NR: 10/31/02 CAC87256.1   2e-69 (AJ320505) NADPH oxidase [Nicotiana tabacum]	---	---	---	---	---
Contig8712_at	BEST BLASTX NR: 11/08/02 P46279       8e-91 DNA-DIRECTED RNA POLYMERASE II 19 KD POLYPEPTIDE (RNA POLYMERASE II SUBUNIT 5)	---	---	---	---	---
Contig8713_at	"BEST BLASTX NR: 10/27/02 NP_566039.1  6e-76 (NM_130090) putative O-sialoglycoprotein endopeptidase; protein id: At2g45270.1, supported by cDNA: 112264., supported by"	---	---	---	---	---
Contig8715_at	BEST BLASTX NR: 11/04/02 BAC10116.1   3e-82 putative caltractin [Oryza sativa (japonica cultivar-group)] dbj|BAC16033.1| putative caltractin [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8716_at	BEST BLASTX NR: 11/07/02 P27967       e-108 NITRATE REDUCTASE (NR) pir||RDBHNH nitrate reductase (NADH) (EC 1.6.6.1) - barley (cv. Himalaya)	---	---	---	---	---
Contig8717_at	"BEST BLASTX NR: 10/02/02 NP_565370.1  e-103 expressed protein; protein id: At2g15240.1, supported by cDNA: 120231., supported by cDNA: gi_14190388, supported by"	---	---	---	---	---
Contig8718_at	"BEST BLASTX NR: 10/13/02 NP_194749.1  7e-22 putative protein; protein id: At4g30200.1, supported by cDNA: gi_11177136 [Arabidopsis thaliana]"	---	---	---	---	---
Contig8719_at	"BEST BLASTX NR: 11/08/02 NP_201035.1  1e-42 putative protein; protein id: At5g62290.1, supported by cDNA: 7236. [Arabidopsis thaliana]"	---	---	---	---	---
Contig871_s_at	BEST BLASTX NR: 11/06/02 T04407       7e-39 probable phospholipid transfer protein precursor - barley gb|AAA86694.1| phospholipid transfer protein precursor	---	---	0006869 // lipid transport // inferred from electronic annotation	---	0008289 // lipid binding // inferred from electronic annotation
Contig8720_at	BEST BLASTX NR: 11/06/02 AAK82517.1   7e-88 At2g44090/F6E13.22 [Arabidopsis thaliana]	---	---	---	---	---
Contig8721_at	"BEST BLASTX NR: 10/27/02 NP_190788.1  9e-94 (NM_115080) putative protein; protein id: At3g52200.1, supported by cDNA: gi_5881964 [Arabidopsis thaliana]"	---	---	---	---	---
Contig8722_at	"BEST BLASTX NR: 10/29/02 BAA90634.1   8e-83 ESTs AU029388(E30287),D49277(S16474) correspond to a region of the predicted gene.~Similar to Arabidopsis thaliana DNA"	---	---	---	---	---
Contig8723_at	"BEST BLASTX NR: 11/06/02 NP_567892.1  1e-67 putative protein; protein id: At4g32285.1, supported by cDNA: gi_18700098 [Arabidopsis thaliana]"	---	---	---	---	---
Contig8724_at	BEST BLASTX NR: 01/29/03 CAD40779.1   e-118 OSJNBb0012E08.3 [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8727_s_at	BEST BLASTX NR: 11/06/02 BAB63595.1   2e-71 putative formamidase [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8728_at	BEST BLASTX NR: 10/13/02 CAC40033.1   e-120 P-type ATPase [Hordeum vulgare]	---	---	---	---	---
Contig8729_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig8730_at	BEST BLASTX NR: 11/08/02 NP_173841.1  3e-84 hypothetical protein; protein id: At1g24310.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig8731_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig8732_at	"BEST BLASTX NR: 11/06/02 NP_196554.1  9e-54 15.9 kDa subunit of RNA polymerase II (gb|AAB95261.1); protein id: At5g09920.1, supported by cDNA: 21208. [Arabidopsis"	---	---	---	---	---
Contig8733_at	"BEST BLASTX NR: 10/26/02 NP_196554.1  8e-54 15.9 kDa subunit of RNA polymerase II (gb|AAB95261.1); protein id: At5g09920.1, supported by cDNA: 21208. [Arabidopsis"	---	---	---	---	---
Contig8734_at	BEST BLASTX NR: 11/06/02 BAB90452.1   1e-20 (AP003709) hypothetical protein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8737_at	BEST BLASTX NR: 11/07/02 P48504       2e-23 Ubiquinol-cytochrome C reductase complex 7.8 kDa protein (Mitochondrial hinge protein) (CR7)	---	---	---	---	---
Contig8739_at	BEST BLASTX NR: 11/08/02 AAG28786.1   2e-99 (AF308474) asparaginase [Hordeum vulgare] [Hordeum vulgare subsp. vulgare]	---	---	---	---	---
Contig873_s_at	BEST BLASTX NR: 10/27/02 AAB99745.1   e-115 HSP70 [Triticum aestivum]	---	---	---	---	---
Contig8740_at	BEST BLASTX NR: 11/04/02 AAG28786.1   2e-71 (AF308474) asparaginase [Hordeum vulgare] [Hordeum vulgare subsp. vulgare]	---	---	---	---	---
Contig8741_at	BEST BLASTX NR: 11/06/02 NP_191562.1  1e-44 (NM_115866) squamosa promoter binding protein-like 12; protein id: At3g60030.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig8742_at	"BEST BLASTX NR: 11/07/02 NP_567115.1  5e-79 putative protein; protein id: At3g61600.1, supported by cDNA: gi_12006854 [Arabidopsis thaliana]"	---	---	---	---	---
Contig8744_at	"BEST BLASTX NR: 10/13/02 BAB39116.1   7e-78 (AP002897) contains ESTs D40230(S2054),D23027(C2064)~hypothetical protein~similar to Arabidopsis thaliana chromosome 1,"	---	---	---	---	---
Contig8746_at	"BEST BLASTX NR: 11/06/02 NP_195766.1  2e-86 (NM_120224) putative protein; protein id: At5g01460.1, supported by cDNA: gi_18176295, supported by cDNA: gi_20465352"	---	---	---	---	---
Contig8747_at	BEST BLASTX NR: 10/02/02 AAK09225.1   e-102 putative inosine monophosphate dehydrogenase [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8748_at	"BEST BLASTX NR: 10/31/02 NP_566324.1  8e-15 (NM_111670) expressed protein; protein id: At3g07910.1, supported by cDNA: 24905., supported by cDNA: gi_15724352,"	---	---	---	---	---
Contig8749_at	BEST BLASTX NR: 10/27/02 AAD10252.1   8e-52 S222 [Triticum aestivum]	---	---	---	---	---
Contig8750_at	BEST BLASTX NR: 11/07/02 NP_188312.1  6e-14 (NM_112563) GATA zinc finger protein; protein id: At3g16870.1 [Arabidopsis thaliana]	---	---	---	---	---
